epoch       	ep_ret      	ep_bler      	ep_fair      	ep_tx       	newbytes    	final_wiating   	ep_rbg	ep_bler     
40	39.67779259413877	13.834681753431763	42.166666666666664	547039993.8293464	6835101723.323099	6427307830.033211	3036.0	0.0
41	40.295091605910144	13.77317821067821	42.83333333333334	553842670.6861144	6965427122.293044	6558098454.495977	3084.0	0.0
42	39.427763060765244	13.142219123469125	41.6111111111111	543314136.0058057	6802151888.554504	6411305678.664644	2996.0	0.0
43	39.76793931052987	13.382256632256636	42.04166666666667	547260856.3371356	6799080796.696849	6393105549.27407	3027.0	0.0
44	39.975018973722904	14.041513810263814	42.66666666666668	551153390.5117494	6676619754.885033	6267298847.321917	3072.0	0.0
45	39.938073212309234	13.946103202353209	42.41666666666665	550151915.4778142	6965827018.247418	6560669001.218211	3054.0	0.0
46	39.87626716020777	14.004159497909505	42.36111111111111	548765965.2904495	6796677442.682674	6388627813.423162	3050.0	0.0
47	39.24964746131742	13.30217860842861	42.15277777777777	540277237.6823522	6825404552.337602	6434199117.839071	3035.0	0.0
48	39.420271912066305	13.314513264513268	41.99999999999999	543724998.5025519	6953251241.726135	6549126824.792675	3024.0	0.0
49	39.6679050364261	13.406966181966187	42.01388888888889	546952369.0981517	6756437533.938804	6355110378.963877	3025.0	0.0
50	40.08887064560653	13.562271987271991	42.44444444444444	553191006.7918507	7019538873.837203	6601589560.059792	3056.0	0.0
51	40.902283700713895	13.827262552262555	43.611111111111114	563295704.9016678	6782626532.721189	6354910194.18185	3140.0	0.0
52	40.26199542891398	13.584403328153327	42.83333333333332	555787267.202368	6891045157.408433	6490846809.87247	3084.0	0.0
53	40.04270469689861	13.22350034225034	42.44444444444446	552181404.8254702	6984671677.77602	6579393447.822604	3056.0	0.0
54	39.90444446004478	13.803446322196328	42.51388888888888	549298492.2672336	6968727347.386346	6565281350.534744	3061.0	0.0
55	40.86429622163627	14.24902620527621	43.49999999999999	562285485.692702	6837589275.448986	6415113778.068132	3132.0	0.0
56	41.46144520944297	13.804030229030237	43.94444444444446	570796595.4210062	6967364811.65517	6539317703.562155	3164.0	0.0
57	41.6480732911879	14.073296842046847	44.19444444444445	573504277.1849843	6822686652.3826275	6393799220.285933	3182.0	0.0
58	40.864910706466574	13.691909710659713	43.20833333333333	562456826.6609064	6850713169.102172	6434351121.333504	3111.0	0.0
59	40.26581698251894	13.46115874865875	42.319444444444436	554911973.7545087	6901400708.011939	6499139442.712939	3047.0	0.0
60	41.49487236898742	14.580017436267442	43.930555555555564	571219368.6357197	6864461004.904755	6434819346.786518	3163.0	0.0
61	40.340670099367316	13.688370657120661	42.95833333333334	556232386.3327551	6958539821.335234	6545844771.239785	3093.0	0.0
62	40.836608366086715	13.634457903207911	43.48611111111111	561767541.4275926	6867319530.264845	6457827971.435211	3131.0	0.0
63	41.849477538585425	13.830729686979694	44.19444444444444	575465417.3300979	6879393519.919551	6448182877.838155	3182.0	0.0
64	43.00524864592916	15.564167776667784	45.43055555555557	591034302.7310286	6904739474.933672	6463419605.341457	3271.0	0.0
65	41.398761078934214	14.951286213786219	44.44444444444445	569936825.5042888	6916272386.993025	6489779977.079885	3200.0	0.0
66	41.095748261618326	13.603285140785143	43.56944444444444	566118923.9879327	6883017248.096803	6450121061.352849	3137.0	0.0
67	41.523453900229136	14.89026228401229	44.01388888888889	571662325.179075	6859670800.615809	6436730850.404935	3169.0	0.0
68	40.8292305692207	14.26982855107856	43.75	562167432.7440641	6956237696.906233	6535708276.232441	3150.0	0.0
69	42.47016608599834	14.788532994783	45.0479797979798	582423028.173496	6714839590.425122	6272490475.376992	3239.0	0.0
70	41.825321139145764	14.535254791504796	44.361111111111114	575238271.2406079	6852645949.050293	6414600024.989656	3194.0	0.0
71	42.48251421604583	14.794390100640102	45.05555555555557	584652594.6432697	6798228962.599024	6347146229.871653	3244.0	0.0
72	41.33180488798339	13.857117650867654	44.027777777777764	569242161.8713988	6865319873.607392	6444363102.144814	3170.0	0.0
73	42.46088172486913	14.365444277944285	45.027777777777764	584024956.5686216	6992871054.14038	6549039008.322808	3242.0	0.0
74	42.9363253089234	14.898409229659233	45.66666666666667	590968633.4680891	6804479805.04771	6353010498.301416	3288.0	0.0
75	42.49696246317305	14.186353461353468	45.375	584270370.6905257	6905918655.874984	6452940369.415739	3267.0	0.0
76	42.66469286806642	14.08686174936175	45.097222222222236	586703051.3305247	6855938633.368894	6414907519.4768715	3247.0	0.0
77	42.955724524851036	14.679929329929337	45.62499999999999	590649306.5960567	6955168668.978375	6509175765.779951	3285.0	0.0
78	43.49455892676041	15.118636687386696	46.20833333333335	598596461.4623009	6837529253.679577	6384874013.171576	3327.0	0.0
79	42.87879370942035	14.391256197506204	45.54166666666666	590308964.5019476	6990447126.343499	6551245630.587828	3279.0	0.0
80	43.545054155028964	15.526064907314913	46.65277777777778	598962115.782513	6845661244.692765	6389702842.015343	3359.0	0.0
81	42.5312698256493	14.75088314463315	45.31944444444445	586201194.5350051	6902002613.118799	6458174977.231514	3263.0	0.0
82	42.45694055399498	14.624686193436201	45.40277777777778	585424916.9910483	6903901887.779831	6461336372.660059	3269.0	0.0
83	43.4463855449947	14.321087246087249	46.18055555555554	597747117.4723305	6900574087.062636	6441452396.34285	3325.0	0.0
84	43.76156316520888	15.099896631146635	46.40277777777777	601689692.9845021	6849697467.346532	6388479989.746187	3341.0	0.0
85	43.82699061060148	15.108410339660342	46.59722222222223	602205302.376261	6973972717.296108	6520508357.242081	3355.0	0.0
86	43.350088525470724	14.668046768046771	46.19444444444445	595686004.2609826	7060978725.587181	6612260507.223712	3326.0	0.0
87	43.26642689242632	14.590039358789365	46.083333333333336	595803729.1309998	6850047104.656881	6401758146.036472	3318.0	0.0
88	43.733619610773765	15.07909590409591	46.29166666666667	600451741.5421722	6871055847.139437	6413845875.66425	3333.0	0.0
89	43.9103086815249	14.918473655973663	46.40277777777777	602760170.1004841	6898826945.008011	6441997358.00988	3341.0	0.0
90	43.83416642339865	14.9216958966959	46.611111111111114	602885577.9707896	6936070307.218658	6477540529.705551	3356.0	0.0
91	43.51153360137072	14.343519443519448	46.38888888888888	598103338.564049	6805499346.743898	6354912827.216694	3340.0	0.0
92	44.41495370058398	14.943498399748401	47.11111111111112	609984744.8573723	6886769874.813216	6419503324.409124	3392.0	0.0
93	44.29339193514456	14.851723276723282	47.16666666666666	608490904.5191458	6776611941.108116	6316593316.427171	3396.0	0.0
94	44.018233314984016	14.81360560735561	47.0138888888889	604881372.3444737	7032859315.53138	6574295710.372698	3385.0	0.0
95	44.38820885091791	14.806138537388543	47.08333333333334	609734352.2545108	6754051825.721485	6287726330.924986	3390.0	0.0
96	44.56941243748254	15.469747844747852	47.43055555555557	612321452.5252951	6818706746.399581	6338298351.549032	3415.0	0.0
97	44.157079577647096	14.56396011396012	46.986111111111114	607590192.8606013	6777723705.668902	6322000591.808659	3383.0	0.0
98	44.121617328627714	15.351418257668263	47.47222222222222	606737333.3122319	6901348645.915278	6444114400.613341	3418.0	0.0
99	43.48102204673254	14.320482064232072	46.56944444444445	598959412.473504	6675086840.8050785	6217976709.974304	3353.0	0.0
100	44.466035425894894	14.884472934472942	47.19444444444445	610886848.9211365	6942335146.010102	6479284641.6418	3398.0	0.0
101	44.02256647709769	14.663795463795472	46.93055555555556	604628859.6803222	6970359442.981681	6509609283.15114	3379.0	0.0
102	44.418606984418	14.931832519332527	47.43055555555555	610407986.4088122	6921056069.919367	6462916407.080097	3415.0	0.0
103	44.979013621357225	15.632126669626672	47.86111111111113	617980499.154849	7083542621.266782	6598510223.112582	3446.0	0.0
104	44.48271497131462	15.41716223591224	47.19444444444444	611407537.3172109	6903953459.626138	6431342380.574751	3398.0	0.0
105	44.4618198118852	14.643034049284054	47.15277777777778	611016979.3185734	6847153999.142606	6376971978.457552	3395.0	0.0
106	44.84947091625419	15.030885087135092	47.44444444444444	616514733.2159148	6875663484.281609	6401519731.637665	3416.0	0.0
107	45.176884835159264	14.76385466385467	47.90277777777777	620804899.2877461	6910975622.276145	6438830861.756205	3449.0	0.0
108	44.75033567196853	15.376030913530917	47.84722222222223	615102961.0617759	6975132460.500393	6501014071.141321	3445.0	0.0
109	45.84501685077788	15.712015762015765	48.45833333333332	629848662.4469053	7140240543.850801	6650778609.620475	3489.0	0.0
110	44.97801273162517	14.636701955451954	47.58333333333333	618293460.1471294	6737855933.315637	6257705134.45219	3426.0	0.0
111	44.81810347324406	15.219092019092027	47.458333333333336	617016640.9738785	7055619216.38739	6578704475.602067	3417.0	0.0
112	44.9827058490918	14.1703897953898	47.805555555555564	618465078.3532314	6884314192.618541	6413310308.115871	3442.0	0.0
113	45.2904338173376	15.148561854811861	48.06944444444444	623075730.6971258	7026142444.474394	6537532522.362453	3461.0	0.0
114	45.44788114980702	15.587246549746558	48.2638888888889	624404180.7886071	6931419909.378792	6450433025.8705845	3475.0	0.0
115	45.51183462759265	15.644660663410663	48.61111111111112	625467108.8851746	6914369917.200441	6439036546.645269	3500.0	0.0
116	44.65274625462041	14.91283993783994	47.68055555555555	613798461.324316	6971688316.177808	6512305323.090015	3433.0	0.0
117	45.71485031781734	15.552526640026644	48.694444444444464	627771507.6682116	6858152209.808068	6372758836.262906	3506.0	0.0
118	45.578576820476286	14.793627668627675	48.472222222222236	627011810.4796611	6862408088.799966	6383924890.963949	3490.0	0.0
119	45.68043850814659	15.567682780182786	48.56944444444447	627317421.423353	6839561022.952627	6351030919.006936	3497.0	0.0
120	45.8200590729998	15.126627076627084	48.56944444444444	629888904.2414008	6857449045.311203	6369488654.847511	3497.0	0.0
121	45.89893339102279	15.07838041588042	48.55555555555557	630593525.3437734	6876458474.525213	6385215311.541362	3496.0	0.0
122	45.690367237115176	14.885253866503872	48.34722222222222	627742567.7033303	6972034633.235406	6488635093.90048	3481.0	0.0
123	46.12882678674815	15.670392570392572	48.95833333333335	633583496.4643686	6981809341.545234	6492207883.139629	3525.0	0.0
124	46.158775058418456	15.11498432123432	48.652777777777786	634011171.6883599	6952136651.416687	6456256221.581688	3503.0	0.0
125	45.66035008513618	15.39661102786103	48.986111111111114	628201039.7914294	6812534659.599347	6323156216.06584	3527.0	0.0
126	45.42695947687183	15.092650405150406	48.430555555555564	624884090.6526265	6874289052.671895	6386461276.802651	3487.0	0.0
127	45.80234890479302	14.754717735967743	48.791666666666664	629614906.8425746	6683677995.323158	6197784881.008587	3513.0	0.0
128	46.324324465654215	15.58218286343287	48.95833333333335	637105994.1980484	6969409874.164959	6477897708.578068	3525.0	0.0
129	45.63439988096563	14.997238178488185	48.22222222222223	629260942.0691594	6936607305.124398	6440813978.213005	3472.0	0.0
130	45.643970680460704	15.189993802493811	48.81944444444447	627375779.5259055	6962497944.034322	6476357975.256888	3515.0	0.0
131	46.323582881799595	15.643255355755361	48.94444444444445	636601642.9735204	6901899833.804969	6402201135.583982	3524.0	0.0
132	45.94015511254152	15.148607642357648	49.08333333333334	631549619.6691635	6868477231.162949	6376762422.524956	3534.0	0.0
133	46.033781061353956	14.891796860546865	49.22222222222223	633098529.7307401	6851508213.03745	6372652622.628303	3544.0	0.0
134	46.185495695025246	15.36080054205055	49.111111111111114	635483549.082185	6939978764.771726	6445837107.750967	3536.0	0.0
135	46.76433283802243	15.882528582528584	49.472222222222236	643034939.1158382	6802276561.734892	6289473823.684204	3562.0	0.0
136	46.45423091947311	15.722828097828101	49.472222222222236	638209325.4492272	6813328493.429797	6317115866.146402	3562.0	0.0
137	47.03581275655229	15.595142820142826	49.68055555555556	646345465.0745996	6905013166.681197	6399002673.65464	3577.0	0.0
138	46.76048356096141	15.437929431679436	49.58333333333335	643136798.7161716	7018139435.046672	6513332012.828838	3570.0	0.0
139	45.9811014459569	15.444702519702528	49.097222222222236	632779579.7481875	6750602451.437434	6254255250.876562	3535.0	0.0
140	46.32582222428062	15.329183316683322	49.29166666666669	637368194.2953513	7029073204.654995	6537207493.518185	3549.0	0.0
141	46.333664684279874	15.050724275724274	49.31944444444446	637139881.148108	6852202306.600553	6357481111.018429	3551.0	0.0
142	45.655089235181435	14.851618751618755	48.65277777777777	629218424.0340871	6881418055.609688	6394636429.781841	3503.0	0.0
143	46.141989825790496	15.62245740370741	49.40277777777779	634165349.7675512	6932207641.833063	6439429158.608891	3557.0	0.0
144	46.3117944609195	15.308048433048437	49.416666666666686	636561264.8013202	6785710346.814417	6289238012.723715	3558.0	0.0
145	46.32875622854706	15.430422817922821	49.52777777777779	637200352.2547387	6883557533.615035	6376614932.490709	3566.0	0.0
146	46.359620361607895	15.848818080068082	49.27777777777779	637383642.8546283	6809757205.293518	6301452839.601881	3548.0	0.0
147	46.43713070093606	15.380447099197106	49.41666666666669	638596625.7217646	7020492184.234757	6531653308.112587	3558.0	0.0
148	46.72844046353374	14.6939393939394	49.31944444444446	641826635.9262178	7144875175.16024	6643656401.820389	3551.0	0.0
149	46.00429588957698	14.028020590520596	48.90277777777779	633310914.4747295	6845536332.778885	6346331058.219519	3521.0	0.0
150	46.31456877931309	15.07037175787176	49.333333333333336	636959236.8599176	6912910659.670198	6412012553.129293	3552.0	0.0
151	45.866494941028066	15.997158628408636	49.33333333333334	630221380.8797135	6984465000.980397	6499944637.830368	3552.0	0.0
152	46.71446690487029	15.586204767454772	49.75	642012757.4521779	6794986305.186782	6294983796.549562	3582.0	0.0
153	46.56112834068659	15.82854414104414	49.40277777777779	640257249.4010764	6862106600.468622	6366659590.367027	3557.0	0.0
154	46.39291011460318	15.658775483775486	49.61111111111113	638597365.0592632	6887535302.754806	6381935555.806807	3572.0	0.0
155	46.06123631308642	15.18153698153699	49.45833333333335	633513270.5668678	6811663260.976271	6313504479.399996	3561.0	0.0
156	46.67783190980569	15.209874384874386	49.81944444444444	641736559.5034643	6882133664.774514	6393134390.955742	3587.0	0.0
157	46.50013418667828	15.561091686091695	49.58333333333335	639184317.0810702	6837847719.069361	6353245941.905998	3570.0	0.0
158	47.28051518784263	15.424669543419547	49.83333333333334	649870401.5806859	6960411219.398387	6453751282.382803	3588.0	0.0
159	45.609352332213156	14.339631433381442	48.6388888888889	627490630.5695696	6915260379.812291	6419559874.87372	3502.0	0.0
160	46.78746024141332	15.66603373478374	49.63888888888891	643569784.2299813	6880109781.868076	6373920989.977673	3574.0	0.0
161	46.874873925786595	15.786316692566697	49.76388888888889	644064693.8336126	6894066652.595946	6395711695.651904	3583.0	0.0
162	47.212203632593514	14.934592028342033	49.694444444444464	649293700.8515512	6747779335.149424	6240948500.493661	3578.0	0.0
163	46.75694532609605	14.59066766566767	49.6388888888889	642742284.2509601	6815969721.419567	6319697648.194781	3574.0	0.0
164	46.68342279196121	15.889122682872687	49.79166666666667	641614574.1270453	6920618468.788552	6420342829.383223	3585.0	0.0
165	47.11548836960523	14.748085479335487	49.59722222222223	647771708.3545053	7052381285.675763	6557265373.454056	3571.0	0.0
166	46.07441241275745	15.190850815850823	49.19444444444445	633527531.3002434	6888630211.721035	6402157572.558654	3542.0	0.0
167	46.68589027704373	15.347201178451181	49.555555555555564	641814939.210084	7003429140.608356	6505713213.442551	3568.0	0.0
168	46.576774737672295	14.909362628112632	49.36111111111113	640597291.6437998	6948959772.466121	6444860920.00784	3554.0	0.0
169	46.53289152256718	15.873968161468166	49.88888888888889	640067429.0672865	6922030153.161874	6433870709.457211	3592.0	0.0
170	46.61816931096244	15.36213901838902	49.56944444444447	640953439.2713674	6802162476.065195	6310571483.062098	3569.0	0.0
171	47.30874429560771	14.911948236948238	49.73611111111112	650103540.0127076	6909821108.08036	6407333008.986193	3581.0	0.0
172	46.63853006758106	15.253215303215311	49.597222222222236	641243798.3570086	6962571814.257284	6467151781.836592	3571.0	0.0
173	46.50809695763337	15.358913308913314	49.66666666666668	639325444.7214853	6869496066.842447	6366155772.135048	3576.0	0.0
174	46.61487910692902	15.204769767269768	49.75	641090506.0453466	6917442666.348497	6418566936.671679	3582.0	0.0
175	46.539904005826834	14.703654447404453	49.34722222222224	640096389.5054628	6920782993.465481	6419020344.88644	3553.0	0.0
176	47.334537085736756	14.900691900691905	49.73611111111112	650810385.9073597	7007792021.695943	6500455009.149288	3581.0	0.0
177	46.757609958148215	15.102610352610357	49.7638888888889	642884712.6087283	6812655132.997584	6315641785.22216	3583.0	0.0
178	46.80613410106954	15.510480260480263	49.69444444444446	643015009.7754874	6831310546.726384	6335098522.719179	3578.0	0.0
179	46.52777764258411	15.892630748880755	49.625	639869482.7232611	6820429097.209297	6329999279.88282	3573.0	0.0
180	46.50344809125286	15.235908998409002	49.48611111111112	639435291.9723727	6709205021.0793495	6207617498.318783	3563.0	0.0
181	46.74997819718876	15.212586025086027	49.72222222222223	642514665.3410527	6733667306.541083	6219514056.766254	3580.0	0.0
182	46.962291405880784	15.85174362674364	49.72222222222223	645687395.8660116	6953279711.3803625	6446138080.337362	3580.0	0.0
183	46.69191044827785	15.48674751174752	49.7638888888889	642136975.1977738	6884508805.897322	6377337571.37042	3583.0	0.0
184	46.846619660206485	15.149537730787733	49.777777777777786	643938702.1659529	6924915943.394199	6429447559.919567	3584.0	0.0
185	46.53686369033289	15.172071909571914	49.80555555555556	640033862.6636703	6854893186.979181	6357962609.738765	3586.0	0.0
186	46.648681044959055	14.41644767269768	49.305555555555564	641987334.6796132	6924536573.1509	6423425969.397253	3550.0	0.0
187	46.57807387951339	14.955016280016284	49.45833333333334	639977967.464795	6761822556.271877	6262888833.240725	3561.0	0.0
188	46.28925710109784	14.209230584230593	49.36111111111112	636416092.6073787	6957159981.592687	6460205137.395025	3554.0	0.0
189	46.84014013111028	16.463812113812118	49.73989898989899	643113293.3225647	6798102506.392281	6303502268.6483555	3576.0	0.0
190	46.716227029729865	15.254368548118551	49.83333333333334	642362352.7552074	6921867403.646881	6421678218.816366	3588.0	0.0
191	46.93740167691547	14.098097273097277	49.68055555555556	645341689.0558844	6824860735.832866	6312573499.371596	3577.0	0.0
192	46.79869950216276	15.58561438561439	49.58333333333336	643628845.0323622	6952811814.888889	6450681411.05385	3570.0	0.0
193	46.62327442571542	14.903271728271736	49.666666666666686	641066105.9516001	6898142924.539513	6403768834.618388	3576.0	0.0
194	46.56162531335777	15.898257529507537	49.833333333333336	640006071.8972385	6996779128.504014	6498362655.699921	3588.0	0.0
195	46.090155744926754	14.873937867687875	49.02777777777778	634173464.7600719	6985679537.398342	6495053418.797718	3530.0	0.0
196	47.01409368251041	15.574147380397386	49.80555555555556	645915623.4708579	6939517674.588476	6430766635.050081	3586.0	0.0
197	46.74350800120041	15.32841787841788	49.80555555555556	642819410.2434547	6717575272.856176	6218443897.430735	3586.0	0.0
198	46.71759894455291	15.422158165908174	49.7638888888889	641851970.6354098	6910011083.850203	6417549935.268644	3583.0	0.0
199	46.85937217130444	16.134493515743525	49.75000000000003	644050078.0565393	6861424047.026217	6355661432.827936	3582.0	0.0
200	47.07243945119119	16.06297221297222	49.75	646636628.5273739	6787090124.11108	6278081342.880161	3582.0	0.0
201	46.659434258776976	15.66596852221853	49.56944444444447	641801391.5965314	6930036596.839113	6438951708.236745	3569.0	0.0
202	46.768650197671285	16.358206376956385	49.70833333333334	642582483.9147186	6994124849.7345705	6491272103.439854	3579.0	0.0
203	47.13759048229401	15.319686794686803	49.63888888888891	647746360.0048518	6828068877.677088	6327711468.398366	3574.0	0.0
204	46.15928346177866	14.376759814259824	48.958333333333336	635141289.6254925	6942466552.577783	6451596606.657438	3525.0	0.0
205	46.792239818549795	14.99974123099124	49.736111111111114	643437672.1241086	6967964000.358715	6463749381.972996	3581.0	0.0
206	46.34612371647451	14.811763468013472	49.4027777777778	637353955.0597208	6961333520.618135	6471225803.851576	3557.0	0.0
207	47.00151616715189	16.460928423428427	49.777777777777786	646549926.3340665	6882922465.903019	6385150042.306878	3584.0	0.0
208	46.84088462788105	14.664846958596968	49.625000000000014	643651376.8501574	6887526881.476707	6385293768.376744	3573.0	0.0
209	46.60710630969386	15.379352591852593	49.583333333333336	641215933.0891387	6985773348.56555	6483280720.31906	3570.0	0.0
210	46.66019450873204	16.05508195508196	49.61111111111112	641895326.0630898	6976660625.51344	6481332863.86032	3572.0	0.0
211	46.463022958064215	15.603589466089474	49.59722222222225	638841064.243956	6787171353.538034	6294918149.112957	3571.0	0.0
212	46.52652659362484	14.620294751544757	49.47222222222222	640165019.4779333	6821144626.091586	6323565713.116474	3562.0	0.0
213	46.676351354231606	14.94721944721945	49.58333333333334	641069672.2861396	6790572913.034139	6291136198.713453	3570.0	0.0
214	46.15964963507394	14.493239861989865	49.54166666666668	634887562.1490567	6857683555.147981	6376594095.620947	3567.0	0.0
215	46.57473821892982	15.96395502645503	49.83333333333334	640990003.4687861	6828607374.852901	6332823161.074508	3588.0	0.0
216	46.706776844753534	15.926037851037854	49.70833333333334	642037550.7349749	6957003678.958564	6447733881.440216	3579.0	0.0
217	47.33372418833703	14.813733488733497	49.875	651032004.6761831	7042530671.418288	6534114592.446718	3591.0	0.0
218	46.932428941549816	15.529888167388174	49.6527777777778	645258594.564744	6860414645.854572	6359604087.204723	3575.0	0.0
219	46.66809641583062	15.287596431346435	49.79166666666667	641700984.0433896	6857370209.534121	6358235764.072875	3585.0	0.0
220	46.52411479042179	15.030198505198511	49.70833333333334	639635783.9846944	6896440938.678265	6396521011.412375	3579.0	0.0
221	46.209619243959835	15.728291615791623	49.56944444444445	635153027.9336246	6755720150.758919	6261334656.401101	3569.0	0.0
222	47.062970271462085	15.488368344618348	49.76388888888889	647478164.3611083	6847809287.86455	6346783269.278568	3583.0	0.0
223	46.767563967724435	16.01688381063381	49.70833333333334	642692209.3281099	6811776430.173592	6316456871.575094	3579.0	0.0
224	46.216687515582585	14.24477096977098	49.6388888888889	635655534.5849966	6695936849.919802	6199493964.280231	3574.0	0.0
225	46.74648727803345	15.464734802234807	49.83333333333334	642458922.5924792	6795502562.657742	6291821776.637554	3588.0	0.0
226	46.791802694326954	15.306897731897735	49.680555555555564	643189264.1722398	6860886180.822374	6360139143.652426	3577.0	0.0
227	46.87860765407958	15.441669904169908	49.81944444444446	644400154.1187859	6816909841.681381	6308308382.938906	3587.0	0.0
228	46.7812733637743	15.113186813186815	49.625000000000014	643634617.8659068	6795487556.778338	6289320374.951925	3573.0	0.0
229	47.25667886006896	16.056902588152596	49.90277777777778	649359543.03607	6950581872.017328	6434070741.790024	3593.0	0.0
230	46.69994499206043	15.0550592925593	49.805555555555564	641903735.6390953	6966292828.3885	6473106512.751604	3586.0	0.0
231	45.900807741327235	14.663360019610026	49.43055555555557	632900280.1553602	6899119959.434674	6414409682.135485	3559.0	0.0
232	46.33209140017708	15.044019175269177	49.611111111111114	637048442.8259202	6914525441.3808565	6422761113.644739	3572.0	0.0
233	46.818144319037756	15.327506058756063	49.73611111111111	644330027.7022787	6852451664.313668	6351292842.548849	3581.0	0.0
234	46.29446493371466	15.777064370814376	49.73611111111111	636244297.9245559	6938297782.014603	6443907778.602899	3581.0	0.0
