epoch       	ep_ret      	ep_bler      	ep_fair      	ep_tx       	newbytes    	final_wiating   	ep_rbg	ep_bler     
36	42.968985506877694	57.5906033781034	180.6388888888888	882679767.0319023	6863522456.637848	6264751083.6224	8133.5	0.0
37	42.42737468883967	56.18821294446299	178.76388888888866	871757244.2938268	6967632471.0578785	6251215593.877845	8032.5	0.0
38	42.70341945358142	58.359111952861994	179.79166666666654	877930193.5579972	6842008712.817257	6110743977.308397	8137.75	0.0
39	42.62511266074616	57.08332893957896	178.8749999999999	876295115.0057706	6898671809.402329	6194015006.1045	8064.0	0.0
40	43.11900064941994	57.948792873792954	181.02777777777757	885511967.144037	6833464386.58146	6076167283.45824	8153.0	0.0
41	42.68973172995948	58.047414853664876	179.54166666666634	878056869.1913548	6942642200.749386	6229729371.035035	8106.0	0.0
42	42.73585873702001	57.513161838161885	179.4583333333332	878676258.027564	6917080580.886373	6185631006.61795	8045.25	0.0
43	42.66989212029511	57.509194971694974	179.736111111111	876620733.6272461	6918313805.366181	6200867850.468033	8111.25	0.0
44	42.89069107419944	57.32223910348918	180.4444444444443	881460171.3123995	6868799944.040375	6080206348.036231	8087.5	0.0
45	42.79701928020606	58.33752613127616	180.2361111111109	879796692.3949338	6819661394.704854	6136856283.890314	8069.75	0.0
46	42.73718072569511	57.20006868131873	179.2638888888887	879335476.773251	6856095132.593432	5997340602.713424	8066.0	0.0
47	42.778971285394114	56.50856666481669	180.46717171717165	879417851.6912929	6885067822.5241375	6110861854.972288	8131.5	0.0
48	42.640528763721015	56.66105075480078	179.31944444444431	876816852.705504	6955929088.140669	6250005589.15227	8112.25	0.0
49	42.943194218163086	58.32195720945725	180.2083333333332	882226597.2548233	6860485576.244183	6094711406.264715	8122.25	0.0
50	43.360941599920324	58.974040542790576	181.68055555555537	891152653.6753223	6881541130.1455555	6104072931.54889	8183.0	0.0
51	42.29042737314492	56.1736707736708	177.70833333333312	870406731.5436616	6932804164.987898	6144863213.485986	7947.75	0.0
52	42.81500839083871	58.21342315092319	180.04166666666643	880379820.092016	6913929582.20907	6065365961.212389	8103.75	0.0
53	42.70284582133874	57.086206386206406	180.23611111111086	878327717.0357649	6825157537.679129	6057627611.868956	8060.0	0.0
54	43.3633584642305	58.71484996484996	182.1805555555554	890882545.5088037	6924167356.178914	6078092622.675413	8190.75	0.0
55	42.60481242040369	57.73451178451183	179.52777777777774	875209415.8036956	6842271622.690608	6120458629.984005	8094.0	0.0
56	42.72490512751517	56.97082732082735	179.79166666666657	877849280.4975357	6786779816.044231	6075431008.856746	8081.5	0.0
57	42.64709016408787	58.42523888148892	179.36111111111097	876873202.2319534	6888696706.722063	6169596099.497332	8123.25	0.0
58	42.72935234872551	57.56130513005519	180.06944444444434	878114229.0950164	6879999618.03242	6110557281.459162	8079.25	0.0
59	43.151327292746615	58.45162777037781	181.597222222222	886211686.704425	6837962003.485752	6109527207.220995	8151.75	0.0
60	43.309950014457115	58.181641275391314	181.1666666666664	890417414.3452387	6875020903.656822	6148205458.704428	8201.0	0.0
61	42.97443564389691	57.92859594109599	181.29166666666637	883432100.5554957	6890919808.600977	6228696207.848215	8183.25	0.0
62	43.67265837285994	59.431179237429276	183.83333333333306	896913145.7184012	6872505691.77768	6031346643.147015	8288.25	0.0
63	43.50151237364546	58.28278342028343	183.6111111111109	892899203.7684983	7002878070.521598	6218201798.338169	8259.5	0.0
64	42.74503392786592	56.331965025715085	180.3749999999999	878078000.5108328	6889758197.606783	6242443197.082434	8079.5	0.0
65	43.59276448341941	57.86004273504274	184.11111111111114	894608619.0239718	6899018867.266181	6197007668.596639	8232.25	0.0
66	42.87010575763696	56.52226153476159	180.20833333333326	880997978.4205413	6888600490.974752	6127882168.517336	8050.5	0.0
67	43.229173537868206	58.22279063529069	181.54166666666669	887457529.7322189	6889682145.716147	6043264171.889967	8142.25	0.0
68	43.360105669347746	58.17123617123623	182.18055555555534	890400358.2410214	6908808406.99254	6146737915.234312	8173.0	0.0
69	42.312871411603965	56.83095261220263	178.1249999999999	870122260.1421988	6929432643.0952015	6180270958.912444	8035.25	0.0
70	43.32925161792695	58.19484196359201	182.4722222222221	889578680.592745	6919012739.121213	6059202042.734509	8224.0	0.0
71	43.501220806200415	59.06083846708848	183.02777777777766	893054978.3574772	6877577734.531717	6239859229.831589	8209.0	0.0
72	43.85146221872381	58.50947177822182	184.1388888888888	899419139.3303168	6891980662.876539	6241861895.18624	8284.25	0.0
73	43.53734811302031	59.647485847485896	183.38888888888883	893410395.4145526	6894040684.8716545	6075248428.644401	8238.5	0.0
74	42.968061527042224	57.399969243719326	181.1666666666665	882928019.6865312	6898022997.461993	6088530960.017258	8205.25	0.0
75	43.459319301446776	58.867365042365066	183.63888888888872	892691711.0169911	6899410267.063221	6197253827.178256	8254.25	0.0
76	43.6612067140482	58.61014749139752	183.47222222222214	896179922.8722473	6847817992.106305	6072272026.589293	8295.25	0.0
77	43.788608554822716	58.85237933362933	183.74999999999994	899024645.5214554	6835889539.274721	6002676998.666889	8248.75	0.0
78	43.803130030092085	59.401904345654366	184.43055555555551	899230711.9087497	6869180473.125393	6080203360.584362	8280.5	0.0
79	43.29530876174009	56.99346417471424	182.597222222222	889662824.7503732	6852799211.329442	6026941152.62842	8246.5	0.0
80	43.05083880160713	57.088688163688225	181.9305555555553	884558996.8288698	6890986737.378891	6251117047.083755	8185.25	0.0
81	43.14665053865724	56.91710812335816	181.68055555555551	886558265.7492144	6866184032.756929	6008228522.0973835	8133.5	0.0
82	43.90502718884734	58.27798636548643	185.33333333333306	901377235.3673304	6884454271.669455	6043459388.804883	8370.0	0.0
83	43.38284176070968	58.40341140341145	182.79166666666657	890939697.2489696	6901065971.692423	6214975222.007445	8232.25	0.0
84	43.71259635830802	58.48959651459658	183.72222222222214	898177607.4271232	6944567935.666876	6117644799.105477	8267.25	0.0
85	43.79216609611672	58.56964910089916	184.8472222222221	898976889.1397548	6889773827.892187	6165839949.822117	8332.0	0.0
86	43.501431266232935	57.23667443667448	182.93055555555543	893522125.0301261	6960492544.5612135	6202148535.1964245	8224.25	0.0
87	43.68031856948478	58.09049584674588	184.72222222222206	897869474.9386342	6854260268.695598	6191990705.558045	8337.75	0.0
88	43.384340013548275	57.22104908979914	183.30555555555534	892037188.6704895	6798147181.655219	6012902050.759592	8287.5	0.0
89	44.23444017767017	58.61576825951832	186.1944444444445	908997690.6802782	6896530845.604755	6060337686.642822	8367.75	0.0
90	44.30103631016905	57.941233303733355	186.7222222222223	910402043.0165701	6896955066.096365	6058677750.348365	8398.75	0.0
91	43.857247748555764	57.68165098790103	185.0833333333333	901733645.8124009	6932514689.920313	6340411293.150505	8316.0	0.0
92	44.094549930807005	59.5205937580938	186.04166666666666	905833718.5172819	6896946482.284159	6163141648.867886	8340.75	0.0
93	43.594008937696316	58.108604589854615	183.34722222222211	896459616.1216176	6908507012.810424	6154583973.186922	8240.5	0.0
94	44.34057542460947	57.77453749953753	186.04166666666663	911088634.3276967	6859789697.548308	6147231322.097641	8391.5	0.0
95	44.03375267911016	58.80860458985464	185.86111111111128	904956579.7890707	6877959270.674906	5969536167.399227	8323.75	0.0
96	44.146269424173454	58.38672901172907	185.88888888888886	907373719.2916297	6913681329.976889	6068899141.593338	8373.0	0.0
97	44.65727597317229	59.05331427831433	187.54166666666669	916970673.0159191	6934315147.860712	6190913736.281856	8436.25	0.0
98	44.62258255601955	60.480506299256355	187.72222222222229	916051101.2391554	6891156627.571328	6136763490.50799	8446.5	0.0
99	44.58495582285597	60.396372608872646	187.4444444444445	915738316.2282277	6905139870.893881	6140524186.202705	8453.5	0.0
100	44.191106284028464	58.24556554556556	186.2777777777776	908540271.3083472	6859002854.645321	6170862038.798365	8396.5	0.0
101	44.680648110755044	59.030700780700855	187.43055555555574	918226163.5016435	6924857385.559383	6145365660.322892	8419.75	0.0
102	44.419639995134375	58.35008371258376	187.4305555555558	912438732.951772	6938027300.332611	6094929155.0671015	8422.0	0.0
103	44.61455168542644	59.50540940540944	187.86111111111128	916977950.2780586	6873593442.080088	6251956111.6382065	8416.0	0.0
104	44.67341613404485	58.87055513930519	187.50000000000023	917600622.829106	6819578505.823715	6040243168.226231	8420.75	0.0
105	45.13249338203819	59.78138851888855	190.30555555555588	926482583.8378987	6842957995.005538	6128978656.031002	8549.75	0.0
106	44.91262368970422	59.0595591908092	189.23611111111134	922085256.533455	6935173535.483632	6273292005.380771	8501.5	0.0
107	45.05638301657999	59.215974997225025	189.40277777777794	924826261.0854337	6893769500.579398	6081814381.577364	8549.0	0.0
108	44.87477521362656	58.81791426166433	189.27777777777797	921036847.3558853	6881583841.248662	6070262469.156213	8525.0	0.0
109	45.077808539214246	60.42377946127948	189.80555555555583	925445738.5117643	6883229982.457462	6186169553.33414	8530.25	0.0
110	44.667378563605034	58.67225945350945	187.58333333333348	917350704.2388121	6902894869.647551	6139273085.9707155	8434.5	0.0
111	45.27967179382581	59.5028908591409	190.72222222222263	928698380.539969	6856901196.265756	6045620956.531786	8552.25	0.0
112	45.59422888323092	60.9457678895179	192.0555555555559	935548569.2980025	6894284362.233372	6187252447.523094	8639.75	0.0
113	45.10416327708694	60.148046860546906	190.48611111111148	925853105.3945849	6937626821.59292	6131129660.491577	8577.0	0.0
114	45.4581814038566	60.11983063233068	191.1944444444449	932506187.8059567	6836136425.164261	6083483120.229708	8600.0	0.0
115	45.62964297107692	60.39123122248127	191.31944444444483	936158736.2520168	6861736298.887084	6067633181.282194	8606.25	0.0
116	45.57752471957667	59.76329850704856	192.25000000000043	935811412.8808053	6953162679.685095	6214499757.906315	8647.0	0.0
117	45.91323868308217	60.58436077811078	193.1250000000004	941864196.9380009	6935094655.35318	6143955916.262947	8692.75	0.0
118	45.014551225580604	57.93580701705703	190.41666666666717	924845336.3403286	6881024312.796749	6022864788.006605	8518.0	0.0
119	45.400648902182525	59.8600177600178	190.9305555555558	931972089.2642038	6864859427.334915	6107797795.534731	8610.5	0.0
120	45.15116850510717	59.774130267880274	191.20833333333368	927062088.1167586	6891956508.242295	6186383238.556037	8617.0	0.0
121	45.83383626064659	60.89435379435381	192.91666666666706	940508794.9534135	6958586680.397819	6201328988.414618	8665.0	0.0
122	45.907441021983715	61.063062400562394	193.63888888888937	941664067.5974021	6909601220.42302	6149666216.19062	8710.0	0.0
123	45.933625776720824	61.13444472194473	192.94444444444485	941628680.3764408	6902282529.810524	6040634200.266558	8644.0	0.0
124	45.76584024758062	62.84036819661818	192.62500000000017	938307925.215002	6933033859.463549	6069692690.5636635	8702.5	0.0
125	45.81049476181601	61.33541897916903	193.40277777777817	939644473.2599103	6905581672.549931	6030299908.646914	8699.75	0.0
126	45.33261238581841	61.56701400451402	190.6250000000004	930217677.7155182	6817861626.500788	5927092861.896875	8582.5	0.0
127	45.597777839979365	61.5615095552596	192.45833333333368	935635658.2995383	6866827568.712673	6062566006.784851	8674.5	0.0
128	46.105223037526954	61.9116008991009	193.40277777777823	945194399.0141597	6805671937.294491	5908893442.548072	8693.25	0.0
129	46.06723542459662	61.21435162060166	193.73611111111157	944949588.1959218	6863294600.78879	5982456116.744558	8723.75	0.0
130	46.288183484380745	63.124870962371	195.01388888888928	948424735.6166109	6853655232.796282	6034639141.130692	8769.5	0.0
131	46.2296859008528	62.27132682132685	194.58333333333385	947711262.4044414	6873937227.045571	5952445123.569662	8796.25	0.0
132	46.09301239718165	62.12306466681469	194.6388888888892	945696541.5677015	6842470970.727001	6054049768.427107	8769.75	0.0
133	46.29060759098029	61.638424075924114	195.27777777777817	948909511.1586995	6920957546.91927	6030284750.895311	8773.0	0.0
134	46.0315717306475	61.4554584304585	193.80555555555603	944467465.670032	6854961668.795303	6107608698.217925	8763.75	0.0
135	46.23617254699893	61.53354793354795	194.3472222222226	947632853.81216	6839340451.83612	6101622896.496323	8745.25	0.0
136	46.55693118148112	62.31149891774891	196.54166666666703	954528348.1865515	6931960332.642916	6027084234.188089	8845.5	0.0
137	46.551326743713304	62.10290080290081	195.916666666667	954111511.6337516	6878810775.624029	6073887620.3013735	8798.5	0.0
138	46.396509244074736	62.75901182151183	195.47222222222265	951463369.94453	6845999942.938274	6036848066.68007	8802.25	0.0
139	46.09843525501458	62.04396251896254	194.9861111111115	945284241.7928085	6838078365.932351	6046766404.305126	8746.0	0.0
140	46.03354949321676	63.229990611240616	194.9305555555561	944698526.5605493	6870880469.77495	6127841077.117754	8802.25	0.0
141	46.09983015589107	61.94656223406224	194.4861111111115	945963608.0948831	6839941596.057241	5969051706.682039	8777.0	0.0
142	46.07274958101627	61.48026094276098	194.63888888888926	945536780.5271796	6879903090.601566	6058987407.73535	8734.5	0.0
143	46.55663423648322	62.943152449402454	196.37500000000037	954239905.3718793	6903551055.768934	6177022710.029481	8816.0	0.0
144	46.061769002633966	62.22910214785218	194.94444444444485	944043298.6490164	6942796309.602401	6242682186.067877	8784.0	0.0
145	46.32848131098059	61.79867470492474	195.86111111111163	949929781.666286	6933626312.438349	6162795653.973674	8827.25	0.0
146	46.669242567774596	62.40883792133797	196.45833333333368	956616921.5697665	6915872026.873219	6134088879.708725	8836.75	0.0
147	46.549391135329245	62.409565434565444	196.04166666666697	954746994.276526	6871034497.873414	6181583288.712881	8795.25	0.0
148	46.16006920020213	61.46886770636772	194.83333333333374	947124847.701391	6853668840.6132555	6072238787.697903	8764.0	0.0
149	46.20607836126582	62.22283087283091	195.3888888888891	948015996.2878385	6876786855.265692	6064024980.890467	8859.25	0.0
150	46.53796308140368	64.12175093425101	197.1805555555558	953889497.6508015	6945904441.020597	6162570361.03413	8854.75	0.0
151	46.029393559605616	61.17633015133018	194.75000000000048	945272216.2337298	6834234813.0358095	6002706750.496378	8779.25	0.0
152	46.3837743858221	62.94983881858884	195.86111111111146	951576522.2906716	6905999105.562334	5942567081.291077	8820.5	0.0
153	45.764368033854296	62.68991933991936	193.12500000000054	940063856.2647051	6895515804.637367	6177769646.091637	8666.25	0.0
154	46.67645737109307	62.064979233729254	196.7083333333337	956598928.6914072	6877851866.864134	6129089335.575382	8843.25	0.0
155	46.5976328151271	64.26049644799646	196.84722222222254	955454765.9429528	6879534633.880528	5974820049.655402	8849.25	0.0
156	46.628643901309474	64.05910917785923	196.686868686869	955738417.2170119	6859064572.862764	6030370919.429551	8847.25	0.0
157	46.53248447615643	62.71025340400339	196.56944444444474	953967330.9586957	6869596457.690744	6018210349.692546	8833.0	0.0
158	46.228868875198195	60.988417138417155	195.98611111111163	948475177.838464	6916960617.370132	6031488661.874965	8855.25	0.0
159	46.87199315388867	63.55065143190145	197.26388888888923	960715825.4203962	6844382981.866812	5856268558.194207	8895.25	0.0
160	46.7265453175404	61.36223776223777	197.05934343434376	957984569.9480244	6871625278.543226	6067606681.231693	8875.0	0.0
161	46.57237162383246	62.432467532467534	197.12500000000037	955117634.9808319	6904904485.771175	6119759350.598434	8890.5	0.0
162	46.74084222533932	63.46546439671443	198.04166666666694	958355063.5010593	6812218610.931137	6072041073.31252	8919.75	0.0
163	46.129624794830114	62.04990056240062	195.70833333333348	946190026.0259008	6883526482.293955	6008357009.007461	8778.75	0.0
164	46.45259353959558	62.223862017612056	197.4861111111114	952653992.0304767	6885434072.870586	6120914668.655201	8906.25	0.0
165	46.394511094388946	62.50010521885529	196.52777777777817	951890051.2508717	6863188130.359148	6166075351.455728	8841.5	0.0
166	46.89788130809474	64.4451018888519	197.8055555555558	961992675.4700497	6941812566.382189	6257750652.320871	8892.0	0.0
167	46.695480123734036	62.44965381840383	197.4583333333337	957673057.5452452	6906855080.360916	6038790710.371318	8901.5	0.0
168	46.77847296857047	62.34056545306546	197.3055555555558	959183591.8986043	6878597025.683531	6057928116.530949	8873.75	0.0
169	46.951916231282596	62.399466274466306	198.59722222222237	962656683.8347335	6913418101.912767	6094058595.767727	8933.0	0.0
170	47.08227050159138	63.27511562511562	198.1111111111113	964978486.8544316	6880280627.949087	6043428565.522234	8913.75	0.0
171	46.89020812076426	62.33424561549567	197.98611111111134	961219779.397934	6899722155.636342	5990229535.262983	8903.25	0.0
172	46.31405136135607	62.134570059570095	196.54166666666717	949576350.5130106	6859028763.302532	6157920379.0114155	8875.5	0.0
173	46.68884429892946	62.31497761497766	197.3611111111114	957092834.2990904	6802956960.730014	6063296118.309605	8874.5	0.0
174	46.5707988060465	62.069072594072594	197.1944444444448	955397757.5082821	6893873556.132315	6027503423.384726	8875.25	0.0
175	47.036828295246586	63.681425287675296	198.4861111111113	964209348.2788332	6916309729.952257	6070727032.619427	8928.75	0.0
176	46.3885731337263	61.879152560402595	196.08333333333377	951049028.8952338	6818405054.976753	5970680232.567125	8834.0	0.0
177	46.68423737196049	63.06525395900398	197.38888888888917	957467441.6387923	6920027921.627512	6243827928.650673	8885.25	0.0
178	45.91102357904263	61.44112993487996	196.05555555555597	942902671.735988	6845907299.292092	5987904568.503702	8848.25	0.0
179	46.82268897871331	62.50311216561221	197.62500000000028	959612242.5375195	6933769303.1615715	6088928992.364831	8898.75	0.0
180	46.99343174097173	63.508938283938306	197.9722222222225	962992050.7970074	6805651634.510107	5983221652.101579	8917.0	0.0
181	46.632844780294896	62.38177632552637	197.43055555555588	955711421.4796026	6811765378.033652	5938419661.069465	8891.25	0.0
182	46.59527910906764	62.588924270174296	196.9305555555558	955470172.9631515	6841310006.937573	6108459161.845329	8844.5	0.0
183	46.78725438302465	63.103711103711134	197.6666666666669	958866774.6601689	6961574887.442614	6117534251.083269	8884.25	0.0
184	46.57835951221393	61.18075697450701	196.93055555555586	954912712.2940046	6879837603.828241	6059441160.525047	8856.25	0.0
185	46.63519455840782	62.30133385133383	197.48611111111148	955960476.3235912	6874967464.068692	6033871848.8236885	8916.25	0.0
186	46.969348834959824	64.54643851518857	197.98611111111137	962140321.7108107	6912852205.858144	5990744926.6202135	8906.75	0.0
187	46.80957646013702	61.746484765234776	197.63888888888917	959175950.4826922	6835223894.781388	6029065741.532	8891.0	0.0
188	46.702673605800484	63.54383579383581	197.7222222222225	957287827.0633695	6887322740.465559	6064708986.62351	8897.0	0.0
189	46.523490663598686	61.913007131757155	196.94444444444485	953876735.1380687	6900277112.108724	6137732157.097588	8867.5	0.0
190	46.01692133976143	61.742784530284574	195.44444444444477	944100232.1366837	6885765449.764798	6096988732.130458	8790.5	0.0
191	46.41333192760127	62.07498843748846	196.86111111111143	951448487.4189713	6900070824.458404	6047620423.50264	8857.25	0.0
192	46.83706091933476	63.83911805786806	197.68055555555583	959940253.789798	6921360132.104713	6016751321.309631	8890.5	0.0
193	47.05423815105068	63.76966644466649	198.3750000000001	964371309.0741179	6823973796.310758	6056600737.100418	8917.25	0.0
194	46.44886174371038	62.03837828837833	197.73611111111143	952765898.6461915	6850759985.349846	6104107788.318207	8908.0	0.0
195	46.75580909783712	62.42730140230143	198.1111111111113	958465701.876024	6866365767.225334	6010292867.504358	8903.5	0.0
196	47.020114735456275	64.0915646853147	198.50000000000017	963576590.8399405	6921312941.419174	6040780806.85594	8933.5	0.0
197	46.992809772704064	64.1372978872979	198.9166666666668	963531913.9404931	6849664915.355054	6144905710.000414	8949.25	0.0
198	46.65201077268045	61.98982244607246	197.2638888888893	956551077.7598324	6860505476.83613	5933345067.280369	8902.75	0.0
199	46.95778624109392	61.84995351870353	198.50000000000014	962279755.5044879	6818910229.010205	5996609279.439384	8931.0	0.0
200	46.65895271447005	63.23734575609578	197.56944444444477	956472820.9956541	6863048754.098087	6140949878.431649	8889.25	0.0
201	47.10525532582261	64.79190786065789	198.40277777777794	965608088.1648581	6911606859.499403	6114235140.6728945	8918.0	0.0
202	46.81011600439619	63.891131091131115	198.22222222222248	959508835.082244	6968495988.483824	6086803550.513791	8925.5	0.0
203	46.82664374486103	63.727082870832895	198.388888888889	960259150.6072812	6934259079.652521	6130852338.374458	8924.5	0.0
204	47.27142138723953	63.933658471158445	199.27777777777783	968588073.8139753	6897024488.942267	6023280399.767046	8965.0	0.0
205	46.912631796767954	63.26474012099017	197.84722222222248	961752690.0862834	6970749080.88443	6133497663.14069	8905.5	0.0
206	46.9057906421064	64.02784946534952	197.69444444444468	961245251.6598078	6846897144.319154	6012042822.561323	8868.0	0.0
207	46.928155371781756	62.33587662337665	198.05429292929304	962011868.287349	6841358092.3539505	6133598373.086529	8880.0	0.0
208	46.98374642997969	62.55810370185376	198.23611111111128	963360989.8254335	6910259119.807373	6091685488.241415	8905.75	0.0
209	46.719217272003895	63.50047521922523	198.1527777777779	957940220.9710069	6850975360.428686	6088999112.351164	8904.0	0.0
210	46.940461368634374	62.8332794520295	198.18055555555569	962719266.5041634	6886792353.023095	6013738246.750992	8905.75	0.0
211	47.059665573207496	64.10714008214015	198.83333333333348	964442347.9889678	6927743605.934337	6095303739.938595	8954.75	0.0
212	46.93959976656613	64.32572589447591	199.18055555555566	961829773.5644394	6885419450.012801	6164960082.336236	8964.0	0.0
213	46.907259280094245	62.27419548044547	198.09722222222248	961802691.0475878	6921865415.936932	6132875616.621261	8925.0	0.0
214	46.95627798990947	62.972156315906346	198.66666666666686	962856378.7822639	6913680168.063213	6135005337.285809	8938.75	0.0
215	47.19345195983685	65.41998048248053	198.9722222222223	967145308.5497723	6870341690.025287	6086133595.726879	8940.0	0.0
216	47.02501647828226	62.993701206201216	198.79166666666674	963774706.6528887	6861141479.291692	6057717053.734806	8939.75	0.0
217	47.14372834463571	65.1906366781367	198.20833333333354	966033171.8505081	6827347149.448036	6043655963.946427	8923.75	0.0
218	47.23473069937322	64.76412083287087	199.1250000000001	967720311.1103947	6940262659.633274	6074151384.442989	8957.5	0.0
219	46.87069579149566	64.38938584563584	198.45833333333354	961067350.1483083	6937136672.638167	6113560279.8043785	8949.75	0.0
220	47.1608017305118	63.98905793280796	198.52777777777797	966900441.5310838	6915999068.720672	5980987210.955562	8931.75	0.0
221	46.826462385095766	62.76698579198582	198.30555555555577	960271659.1660938	6895247346.114374	6077155329.490011	8922.75	0.0
222	46.849161474550485	61.365095090095096	198.04166666666697	960559890.7316263	6941436220.076167	6112152637.688728	8926.75	0.0
223	47.12253173291775	63.8221567784068	198.86111111111117	965887590.6559832	6859893309.030394	6199467079.203714	8939.25	0.0
224	47.024731136834305	62.818990731490764	198.68055555555574	964016040.0609634	6918491981.898653	6191806138.966918	8928.5	0.0
225	46.452678933736536	62.728089965589945	196.87500000000026	953624562.9659561	6891953829.43972	6062075554.200794	8845.25	0.0
226	46.81808794551656	63.26921342546341	198.61111111111126	959776623.1238718	6827533361.868282	6021421875.344969	8956.75	0.0
227	47.06514769804792	62.93493543493545	199.16666666666674	964683433.2654928	6794751777.805209	5982635348.935448	8958.75	0.0
228	47.19506087092496	63.01619977244978	198.73611111111128	967443245.095514	6891281003.99417	6102711419.5483055	8938.0	0.0
229	47.10545249037091	62.17032828282832	198.73611111111123	965550871.9731768	6850622674.150309	6112094475.171229	8939.5	0.0
230	46.94445576218375	62.93461515336519	198.7777777777779	962877722.0120717	6901099349.826074	5992665423.569039	8941.25	0.0
231	46.77700604590005	65.62247243497248	198.44444444444468	959381111.1189799	6891113475.1052475	5990483829.349236	8947.0	0.0
232	46.836863449130405	63.4302440614941	198.43055555555577	960917970.2146976	6855983815.34944	6045068247.720554	8923.5	0.0
233	46.98996444663207	62.10093124468123	198.55555555555566	962921571.7415336	6807733087.84648	6049072656.770246	8915.25	0.0
234	47.26564057985563	62.872850991601005	198.76388888888906	968749254.772406	6905493883.593509	6098005176.793696	8950.25	0.0
